도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
GSAT 삼성 직무적성검사 5급 고졸 채용 종합편(2019),"2019 상반기 채용대비, 2018년 최신기출문제
							
							
								|
								핵심이론&기출유형분석, 온라인 모의고사/UK작업태도검사 무료제공",20190201,취업/수험서,22000,8.9,476,0,27,0,0
에드거 앨런 포 전집(완전판)(시공 에드거 앨런 포 전집)(전6권),,20181123,소설,83000,10,1916,0,11,0,0
사랑이라는 이름의 모든 관계에 지친 당신에게,,20181130,시/에세이,12800,0,152,1,24,0,0
파이썬 라이브러리로 배우는 딥러닝 입문과 응용(아이러브A.I. 14),,20181218,컴퓨터/IT,28000,0,416,1,25,0,0
여우가 되어라,마키아벨리가 전하는 강자와 운명에 굴복하지 않는 17가지 삶의 원칙,20181203,인문,22000,9.7,640,1,7,0,0
집에서 하는 ABA 치료 프로그램. 2,자폐아이를 위한 의사소통과제 30,20181215,가정/육아,16000,10,304,1,21,0,0
포워드 2019 미래를 읽다,"최고의 지성 9인이 한발 앞서 전하는 기술과 사회, 세상의 미래
							
							
								|
								20199년을 견인할 혁신적인 트렌드를 읽는다",20181205,경제/경영,18000,0,456,0,15,0,0
PSAT 1개년 기출문제집: 5급공채 입법고시(UNION),,20181231,취업/수험서,15000,8.5,272,0,25,0,0
장갑(한정판 패키지)(양장본 HardCover),우크라이나 민화,20181230,어린이(초등),18000,10,40,1,2,0,0
모르그 가의 살인(에드거 앨런 포 전집: 추리.공포 단편선 1)(양장본 HardCover),,20181123,소설,16500,9.8,536,1,9,0,0
좋아하는 걸 좋아하는 게 취미,행복을 ㅎ을 모으는 사람,20181212,시/에세이,13800,9.4,324,1,16,0,0
만년필 탐심,인문의 흔적이 새겨진 물건을 탐하고 탐하다,20181214,인문,15000,9.8,256,1,6,0,0
사랑해서 때린다는 말(대한민국을 생각한다 37),체벌이라 쓰고 폭력으로 읽다,20181123,가정/육아,13800,10,232,0,11,0,0
일본 초격차 기업의 3가지 원칙,"당연한 것을, 멈추지 않고, 제대로 한다",20181206,경제/경영,16500,8.9,304,1,17,0,0
강화학습 /심층강화학습 실전 입문(PyTorch를 활용한)(위키북스 데이터 사이언스 시리즈 25),파이토치로 익히는 기초 강화학습 및 심층강화학습 알고리즘의 원리와 구현,20181218,컴퓨터/IT,25000,9.3,256,1,18,0,0
코레일 한국철도공사 NCS 진짜 기출예상문제집(2019)(고시넷 진짜),2018 상·하반기 기출문제 수록 | 기출동형 모의고사 수록,20190110,취업/수험서,22000,9.4,460,0,25,0,0
타르 박사와 페더 교수 요법(에드거 앨런 포 전집: 풍자. 유머 단편선 2)(양장본 HardCover),,20181123,소설,15500,10,424,1,15,0,0
조선특별수사대. 1: 비밀의 책 목민심서,,20181128,어린이(초등),10000,10,210,0,22,0,0
감성일기,그 계절 나의 꽃이 핀다,20181215,시/에세이,13000,10,240,0,4,0,0
길 잃기 안내서,더 멀리 나아가려는 당신을 위한 지도들,20181130,인문,17000,9.7,300,1,8,0,0
"인공지능 시대, 최고의 교육은 독서다",,20181205,가정/육아,14000,9.3,256,0,20,0,0
지금부터 부동산 투자해도 부자가 될 수 있다,읽기만 하면 돈 버는 부동산 투자의 기본,20181123,경제/경영,15000,9.4,244,1,24,0,0
Kubernetes in Action,그림과 상세한 설명을 통한 쿠버네티스 완벽 이해,20190102,컴퓨터/IT,45000,6.3,808,1,20,0,0
로스쿨 노동법 해설 요점정리(2019),,20181212,취업/수험서,16000,0,304,0,15,0,0
한스 팔의 전대미문의 모험(에드거 앨런 포 전집: 환상. 비행 단편선 3)(양장본 HardCover),,20181123,소설,13000,10,260,1,14,0,0
조선특별수사대. 2: 완성된 문양의 진실,,20181128,어린이(초등),10000,10,212,0,22,0,0
한나 아렌트 사유의 전선들,"기억과 이야기, 의식적 파리아의 정치",20181128,인문,18000,0,352,1,14,0,0
엄마가 변해야 아이도 변한다,나는 아이에게 몇등급 엄마일까?,20181214,가정/육아,14800,10,316,0,15,0,0
월급 사수 재테크(오늘도 출근하는 엄마를 위한),"주말엔 모델하우스 나들이, 점심시간엔 카페 대신 은행으로
							
							
								|
								아주 작은 습관이 만드는 엄마표 돈 관리의 모든 것!",20181123,경제/경영,14800,8.5,300,1,9,0,0
"포토샵 1급(2,3급 포함): CS4(2019)(시나공 GTQ)",,20181210,컴퓨터/IT,19000,9,532,0,6,0,0
헌법 중요판례(2018 하반기),,20181211,취업/수험서,10000,10,118,0,7,0,0
내 인생이 한 권의 책이라면(큰곰자리 44),재닛 타시지안 장편동화,20181205,어린이(초등),11000,0,224,0,15,0,0
낸터킷의 아서 고든 핌 이야기(에드거 앨런 포 전집: 장편소설 4)(양장본 HardCover),,20181123,소설,13000,0,272,1,16,0,0
심미안 수업,어떻게 가치 있는 것을 알아보는가,20181220,인문,15800,9.3,288,1,6,0,0
초등학교 입학 준비(2019)(한 권으로 끝내는),초등교사가 알려주는 학교 적응 노하우,20190102,가정/육아,14000,9.2,320,0,10,0,0
인공지능 마케팅,인공지능은 어떻게 미래의 마케팅을 장악하는가?,20181205,경제/경영,22000,8.3,448,1,8,0,0
NCS 고난도 봉투모의고사. 3: 휴노형(3회분)(박민제의),"스터디를 위한 NCS 모의고사
							
							
								|
								PSAT 주요 기출변형문제(특별부록)",20190115,취업/수험서,13000,9,144,0,22,0,0
글쓰기의 철학(에드거 앨런 포 전집: 작법 에세이 5)(양장본 HardCover),,20181123,소설,12000,10,180,1,7,0,0
키라의 박물관 여행. 1: 루브르 박물관(양장본 HardCover),,20181119,어린이(초등),12000,9.6,80,0,22,0,0
SQL 개발자(Developer)이론서+문제집(2019)(이기적),"무료 동영상 강의 제공, 실전 문제 7회 제공",20190110,컴퓨터/IT,18000,6.7,328,0,7,0,0
아이를 위한 하루 한 줄 인문학,내면의 힘이 탄탄한 아이를 만드는 인생 문장 100,20181212,가정/육아,14500,9.3,292,1,17,0,0
해커스 공인중개사 2차 기본서 부동산공법 세트(2019)(전2권),"제30회 공인중개사 시험 대비 최신 출제경향 및 개정법령 반영
							
							
								|
								무료 온라인 모의고사 제공",20181211,취업/수험서,35900,8.3,787,0,25,0,0
도쿄의 디테일,고객의 감각을 깨우는 아주 작은 차이에 대하여,20181130,경제/경영,15800,9.1,344,0,7,0,0
모두의 파이썬 X 알고리즘(합본호),누구나 쉽게 배우는 프로그래밍 기초,20181210,컴퓨터/IT,26000,8.6,380,1,14,0,0
까마귀(에드거 앨런 포 전집: 시 전집 6)(양장본 HardCover),,20181123,소설,13000,0,244,1,3,0,0
호모 페스티부스 : 영원한 삶의 축제(양장본 HardCover),놀이와 예술과 여가로서의 삶,20181130,인문,22000,0,272,0,20,0,0
응석꾸러기 딸로 키우지 않는 100가지 포인트,딸을 키우는 부모라면 꼭 읽어야 할 바른 육아의 비결,20181117,가정/육아,14000,10,360,0,25,0,0
아웃워드 마인드셋,"변화의 시작, 나를 넘어 바라보는 힘",20181207,경제/경영,14500,9,232,1,9,0,0
해커스 공인중개사 2차 기본서 공인중개사법령 및 실무 세트(2019)(전2권),"제30회 공인중개사 시험 대비 최신 출제경향 및 개정법령 반영
							
							
								|
								무료 온라인 모의고사 제공",20181211,취업/수험서,35900,7.5,797,0,32,0,0
옆집에 사는 앨리스,박후기 장편소설,20181225,소설,13800,10,240,0,10,0,0
함께 자라기,애자일로 가는 길,20181130,컴퓨터/IT,13000,9.9,228,1,6,0,0
조승연 이우일의 단어 인문학. 1(만화로 보는),,20181207,인문,12800,9.5,176,1,18,0,0
"엄마가 되고 난, 이런 생각을 해",그림책 힐링 에세이,20181115,가정/육아,14000,10,216,0,18,0,0
중국이 이긴다(양장본 HardCover),디지털 G1을 향한 중국의 전략,20181207,경제/경영,15000,9.2,252,0,7,0,0
해커스 공인중개사 2차 기본서 부동산공시법령(2019),"제 30회 공인중개사 시험 대비 최신 출제경향 및 개정법령 반영
							
							
								|
								무료 온라인 모의고사 제공",20181211,취업/수험서,28900,7.5,512,0,24,0,0
스파크 완벽 가이드,스파크를 활용한 빅데이터 처리와 분석의 모든 것,20181210,컴퓨터/IT,48000,10,796,1,10,0,0
잘 지내니(양장본 HardCover),,20181201,소설,12000,8.9,104,1,5,0,0
당신은 체인지메이커입니까?,각자의 자리에서 변화를 만드는 사람들,20181210,인문,14800,10,356,1,14,0,0
보이지 않는 가격의 경제학,바코드 속에 숨겨진 소비자와 판매자의 치열한 심리싸움,20181205,경제/경영,15000,8.7,240,1,14,0,0
포토샵 & 일러스트레이터(CC 2019)(된다!),"디자인 상식 시대, 8일 완성입문서",20181212,컴퓨터/IT,16000,9.8,368,1,13,0,0
일반상식 단기완성(2020)(시나공),"2020년 공무원, 공사공단, 일반기업체, 언론사 대비!",20181210,취업/수험서,21000,9.7,452,0,9,0,0
잘 다녀와(양장본 HardCover),,20181201,소설,12000,9.4,100,1,5,0,0
매니큐어 하는 남자,강남순의 철학에세이,20181130,인문,17000,9,316,1,10,0,0
슈퍼개미의 왕초보 주식수업,슈퍼개미가 직접 쓴 주식투자 입문서,20181224,경제/경영,16500,9.3,400,1,14,0,0
손해사정사 1차 시험 한권으로 끝내기(2019)(시대에듀)(개정판 5판),"손해사정사 시험의 처음과 끝, 한권으로 끝내기",20190405,취업/수험서,35000,10,1288,0,20,0,0
그래도 우리의 나날(양장본 HardCover),,20181210,소설,13500,8.7,236,1,10,0,0
잃어버린 지혜 듣기,,20070715,인문,14500,8.3,431,1,10,0,0
정보보안기사 산업기사 필기 이론서 + 기출문제집 세트(2019)(이기적)(전2권),,20190110,컴퓨터/IT,35000,7.8,1016,0,29,0,0
크리스마스 캐럴(새움 세계문학 10),크리스마스의 유령 이야기,20181203,소설,9000,10,192,1,8,0,0
팝업시티,"에어비앤비와 공유경제, 그리고 도시의 진화",20181127,경제/경영,17000,7.1,232,0,4,0,0
20대기업 인적성검사 합격의 공식(2019),영역별 분석 | 대표유형 | 유형완전정복,20190220,취업/수험서,24000,8.8,840,0,18,0,0
하마터면 글로벌셀러 할 뻔했다,현직 Global Seller가 시작하는 이들에게 현실을 제대로 알려준다,20181205,컴퓨터/IT,15000,9.6,216,1,16,0,0
네오샤머니즘,생명과 평화의 철학,20181201,인문,39000,0,680,0,6,0,0
돈에 대한 불안이 돈을 벌게 한다,,20181203,경제/경영,14000,8.6,258,1,18,0,0
마이 앱솔루트 달링,,20181127,소설,14800,7.5,560,1,10,0,0
모바일 UX 디자인,기획부터 프로토타이핑까지 디자이너의 능력을 확장시키는 방법,20190102,컴퓨터/IT,35000,10,400,1,10,0,0
정리에 강한 행정학 필기노트(2019),,20190429,취업/수험서,17000,9.2,248,0,15,0,0
숲과 상상력(책다시숲 리커버 에디션),나무 인문학자의 숲 산책,20181130,인문,16500,9.7,272,0,6,0,0
부동산 경매(밑바닥부터 시작하는),항상 마음만 먹고 시작도 안하는 초짜들을 위한 경매책,20181127,경제/경영,15000,9,256,1,6,0,0
해외직구 구매대행 병행수입으로 글로벌셀러 창업 & 운영하기,,20181220,컴퓨터/IT,30000,10,351,0,32,0,0
자동차 구조원리(9급 공무원 운전직)(2020),전국 시도 및 교육청에서 각각 시행!,20200115,취업/수험서,25000,8.6,574,0,8,0,0
해리포터 마법 도구 금고(양장본 HardCover),,20181130,소설,35000,9.6,208,1,13,0,0
소설의 기술(양장본 HardCover),젊은 작가들을 위한 창작 노트,20181203,인문,18000,8.6,336,1,6,0,0
경제 트렌드 2019,팟캐스트 '신과 함께'와 함께한 경제 전망 프로젝트,20181205,경제/경영,16000,9.5,372,1,11,0,0
기계는 어떻게 생각하고 학습하는가,6인의 위대한 AI 석학이 조망하는 인공지능의 현재와 미래,20181205,컴퓨터/IT,17000,9.2,336,1,18,0,0
유통관리사 2급 한권으로 끝내기(2019)(17판),최신 출제경향 핵심이론 + 실제예상문제,20190605,취업/수험서,38000,7.5,1416,0,17,0,0
루저 아들(양장본 HardCover),훌륭한 루저들에 관한 정치적 탐색,20181215,인문,33000,0,520,1,5,0,0
문신. 1,윤흥길 장편소설,20181215,소설,14300,9.5,400,1,5,0,0
와이즈 트렌드,2019~2029 전세계인이 주목하는 10년 미래통찰,20181201,경제/경영,19800,0,360,1,7,0,0
고종훈 한국사 기출변형500제(기본편)(2019),,20181205,취업/수험서,18000,9.7,224,0,16,0,0
물어봐줘서 고마워요,비명조차 지르지 못한 내 마음속 우울에 대하여,20181219,인문,16000,10,424,1,10,0,0
지금까지 산 것처럼 앞으로도 살 건가요?(양장본 HardCover),내 인생의 판을 바꿀 질문,20190124,자기계발,16000,9.1,269,0,22,0,0
미지의 걸작(양장본 HardCover),,20190110,소설,17000,9.5,208,0,6,0,0
바른 손글씨 사회 330(초등학생을 위한),"경제, 정치, 지리, 필수 단어",20190110,어린이(초등),8500,0,104,0,13,0,0
핀란드(2019)(Chalet Travel Book),,20190101,여행,15000,9.6,224,0,3,0,0
백년을 살아보니(양장본 HardCover),100세 기념 리커버 한정판,20190101,인문,15000,9.3,300,0,8,0,0
1등 엄마의 맛있는 매일밥상,정말 쉽고 빠른 집밥 레시피,20190107,요리,19800,9.8,404,1,15,0,0
새우등과 거북목은 낫는다!,,20190110,건강,13000,8.5,213,1,14,0,0
돌연변이 용과 함께 배우는 유전학(말랑말랑 사이언스 2),,20190107,과학,12000,10,188,0,18,0,0
자본가의 탄생,자본은 어떻게 종교와 정치를 압도했는가,20181224,역사/문화,18000,9,384,1,7,0,0
꼬마 곰 무르(아티비티(Art+Activity))(양장본 HardCover),,20190107,유아(0~7세),16000,9.5,40,0,7,0,0
엄마도 위로가 필요해,지치고 불안한 엄마들이 꼭 읽어야 할 부모 마음 치유 상담서,20181221,가정/육아,14800,9.3,296,1,11,0,0
생각이 돈이 되는 순간,전 세계가 열광한 빅히트 아이디어의 비밀,20181220,경제/경영,16000,9,356,1,12,0,0
엄마에게 안부를 묻는 밤,"세상에서 단 한 사람, 든든한 내 편이던",20190117,시/에세이,14000,9.5,267,1,13,0,0
적정기술의 이해,2019 과학기술정보통신부인증 우수과학도서 선정,20190105,과학,32000,9.1,368,1,8,0,0
홋카이도 홀리데이(2019-2020)(개정판)(내 생애 최고의 휴가 홀리데이 11),,20190111,여행,16000,9,456,1,9,0,0
나이듦의 반전,몸과 마음의 회복력에 관한 30년 노화 연구 보고서,20190110,건강,17000,10,344,1,7,0,0
요리조리 열어 보는 동물들의 집(Usborne)(플랩북),80개 열면 또 열리는 플랩,20190103,유아(0~7세),13000,9.7,14,0,17,0,0
나의 집은 우주시 태양계구 지구로(나는 과학 2)(양장본 HardCover),,20190117,어린이(초등),12000,0,32,1,18,0,0
지혜롭게 나이 든다는 것,현명하고 우아한 인생 후반을 위한 8번의 지적 대화,20181231,인문,17000,9,472,1,13,0,0
유라시아 견문. 3,리스본에서 블라디보스토크까지,20190110,역사/문화,24000,9.2,672,1,10,0,0
태풍을 품은 엄마,"좋은 부모는 어떻게 ‘되는가’
							
							
								|
								좋은 부모는 어떻게 ‘하는가’",20190109,가정/육아,14000,10,220,0,9,0,0
블러디 프로젝트(양장본 HardCover),로더릭 맥레이 사건 문서,20190115,소설,13800,9.7,400,1,8,0,0
그리하여 흘려 쓴 것들(문학과지성 시인선 520),이제니 시집,20190101,시/에세이,9000,9.3,189,1,12,0,0
크리에이티브는 크리스마스처럼,위대한 광고의 탄생을 위해 첫걸음을 내딛는 광고인들의 필독서,20181231,경제/경영,13000,5,272,1,15,0,0
커피 연구소(양장본 HardCover),완벽한 한 잔을 위한 커피 공부,20181228,요리,15000,9.3,216,1,6,0,0
돈을 낳는 법칙(전 세계 부자들이 20대부터 실천해온),,20181224,자기계발,13500,8.1,232,1,8,0,0
"그래서 오늘, 마카롱을 먹기로 했다",,20190102,자기계발,14800,9.2,220,1,19,0,0
오늘 저녁은 생선 요리 먹자,"매일 즐길 수 있는 초간단 생선 레시피 80
							
							
								|
								밥 반찬부터 초대 요리까지 프라이팬 하나로",20190102,요리,14000,10,144,1,15,0,0
"곰아, 괜찮아?(단짝친구 오리와 곰 시리즈 4)(양장본 HardCover)",,20181228,유아(0~7세),15000,9.8,40,0,8,0,0
나 혼자가 편한데 왜 다 같이 해야 해?(어린이 사회생활 첫걸음 2),,20190110,어린이(초등),10000,10,120,1,22,0,0
임정로드 4000km,"대한민국100년, 상하이에서 충칭까지 임시정부 투어가이드",20190108,역사/문화,16000,9.9,352,0,11,0,0
미래를 읽는 부모는 아이를 창업가로 키운다,4차 산업형 인재로 키우는 스탠퍼드식 창업교육,20190116,가정/육아,15000,9.2,252,1,23,0,0
헤어진 사람의 품에 얼굴을 묻고 울었다(문학동네시인선 116),장석주 시집,20190108,시/에세이,10000,10,148,1,21,0,0
킬링 이브. 1: 코드네임 빌라넬,루크 제닝스 장편소설,20190110,소설,15000,8.7,296,1,18,0,0
체수유병집(정민 산문집 1),글밭의 이삭줍기,20190101,인문,13800,9.8,280,1,5,0,0
블록체인 혁명(증보판),4차 산업혁명 시대를 이끄는 혁신적인 패러다임,20181225,경제/경영,23000,9.8,660,1,7,0,0
10대의 뇌,인간의 뇌는 어떻게 성장하는가,20181228,과학,18000,8.9,360,1,6,0,0
엔리코 페르미 평전(양장본 HardCover),핵의 시대를 연 물리학의 교황,20190102,과학,25000,10,504,1,10,0,0
용선생 처음 한국사. 1,선사 시대~조선 전기,20190110,어린이(초등),11000,9.7,152,0,13,0,0
"황금의 시대, 신라",눈부시게 빛나던 역사가 있었다,20190115,역사/문화,22000,0,364,0,10,0,0
무슨 말을 그따위로 하십니까?,욱하지 않고 상처받지 않는 직장인 생존 대화법,20190105,자기계발,15000,9,276,1,16,0,0
이계리 판타지아(수상한 서재),이시우 장편소설,20181231,소설,13800,10,412,1,8,0,0
절편 플라워,떡으로 빚는 꽃 이야기,20190115,요리,16000,8.8,224,1,6,0,0
세상 끝까지 펼쳐지는 치마(양장본 HardCover),,20190108,유아(0~7세),15000,0,40,0,14,0,0
3년 적금 독서법,나와 아이를 바꾼 1천 권 읽기의 기적,20181219,가정/육아,15000,7.5,320,0,9,0,0
나를 조금 바꾼다,,20190110,시/에세이,13500,6.9,208,1,9,0,0
집은 그리움이다,인문학자와 한옥 건축가의 살고 싶은 집 이야기,20181130,인문,19000,0,396,1,8,0,0
구마몬의 비밀,지역 경제를 살리고 주민의 행복을 최대화하는 캐릭터의 힘,20181221,경제/경영,14800,8.8,269,1,7,0,0
B급 세계사. 2: 인물편,알고나면 꼭 써먹고 싶어지는 역사 잡학 사전,20181229,역사/문화,15800,9.6,324,1,14,0,0
직장인의 바른 습관,기본 중의 기본을 담다,20190103,자기계발,14000,9,252,1,10,0,0
리틀레온 시리즈 세트(전4권),자연식 패스트푸드 레시피,20181224,요리,36000,9,256,0,11,0,0
날개가 없어도(양장본 HardCover),나카야아 시치리 장편소설,20181227,소설,13800,9.9,384,1,7,0,0
북한은 처음이지?,지도와 함께 보는 핵잼 북한 가이드북,20181228,인문,16000,9,256,0,9,0,0
용선생 처음 한국사. 2,조선 후기~현대,20190103,어린이(초등),11000,9.6,152,0,13,0,0
"시시한 역사, 아버지",,20190115,시/에세이,15000,10,350,0,11,0,0
아이 마음 공부,아이와 엄마가 상처 받지 않는 행복한 공감 육아,20190115,가정/육아,14000,0,268,1,8,0,0
주가차트 읽는 법(최적의 매매 타이밍을 잡아내는),,20181224,경제/경영,16000,8.9,296,0,9,0,0
세계사 최대한 쉽게 설명해 드립니다(완역판)(누구나 교양 1),세계사의 맥을 잡아 주는 56가지 재미있는 강의,20181224,역사/문화,13800,9.5,350,1,19,0,0
연애하지 않을 권리,혼자서도 완벽한 행복을 위한 선택,20190109,시/에세이,15000,9.2,256,1,10,0,0
말은 운명의 조각칼이다,스피치 코치 이민호의 말하기 특강,20190120,자기계발,13000,9.5,246,1,12,0,0
화폐라는 짐승(북클럽 자본 시리즈 3),,20181227,인문,13900,9.4,204,1,7,0,0
집에서 하는 ABA 치료 프로그램. 2,자폐아이를 위한 의사소통과제 30,20181215,가정/육아,16000,10,304,1,21,0,0
폴리애나(교보클래식 2),,20181231,소설,11800,0,292,0,4,0,0
수상한 아빠. 1(양장본 HardCover),,20181231,어린이(초등),12000,9.3,236,1,9,0,0
피터 드러커 경영 컨설팅,드러커의 컨설팅 기법과 방법론에 대한 가장 의미 있는 고찰,20181226,경제/경영,20000,0,408,1,13,0,0
어쨌거나 계절은 바뀌고 다시 돌아올 거야,,20181228,시/에세이,13800,10,224,0,22,0,0
불멸의 서 77(양장본 HardCover),,20190120,인문,28000,9.8,256,1,8,0,0
매일 1시간 쓱 보면 툭 나오는 영어 공부법,,20190107,자기계발,15000,9.8,328,1,24,0,0
엄마와 아이가 함께 쓰는 다이어리 세트(양장본 HardCover)(전2권),,20181128,가정/육아,25000,0,472,0,21,0,0
추리 천재 엉덩이 탐정 1~6권 세트(전6권),,20181228,어린이(초등),68000,0,528,0,20,0,0
부동산 불패법칙,부자는 운명이 아니라 선택이다!,20181219,경제/경영,15000,9.8,336,0,8,0,0
백작부인(양장본 HardCover),하스미 시게히코 장편소설,20181221,소설,14500,10,240,1,4,0,0
싫다면서 하고 있어 하하하(리커버),빨강머리N의 지랄맞은 밥벌이에서 발랄하게 살아남기,20190107,시/에세이,14800,8.8,336,1,14,0,0
어느 날 나는 그들이 궁금해졌다,"심리치료, 그 30년 후의 이야기",20190128,인문,15800,9.7,384,1,17,0,0
우리 아이 부자 습관,우리 아이 경제지능 종합 교육서,20181212,가정/육아,14800,9.3,260,1,11,0,0
부동산 추월차선,오백만 원으로 백 억 부자 되는,20181226,경제/경영,16000,9.6,352,1,8,0,0
디디의 우산,황정은 연작소설,20190120,소설,14000,9.2,340,0,6,0,0
이십팔 독립선언,이유 있는 독립 권장 에세이,20190121,시/에세이,13500,9.7,256,1,8,0,0
책쓰기가 이렇게 쉬울 줄이야,,20190104,인문,14000,9,288,1,15,0,0
세상에서 제일 신기한 엄마표 과학놀이(평범한 아이도 과학 영재로 만드는)(세상에서 제일 쉬운 시리즈 7),,20190104,가정/육아,15000,9.4,208,0,20,0,0
2019 대담한 부동산 대예측,정부 정책은 절대로 시장을 이길 수 없다,20190125,경제/경영,15000,0,260,1,16,0,0
순례자 매(쏜살문고),어느 사랑 이야기,20181228,소설,9800,10,104,1,5,0,0
사춘기 부모 수업,흔들리는 우리 아이 단단하게 붙잡아주는,20190105,가정/육아,14500,9.4,296,0,9,0,0
기룡경찰. 2: 자폭조항(LL 시리즈),,20181227,소설,15000,10,616,1,13,0,0
"다시 뜨는 아시아의 별 기회의 땅, 베트남","메콩강의 기적, 베트남을 투자전문가의 눈으로 파헤치다",20190118,경제/경영,18000,8.5,248,1,23,0,0
당신은 이기적인 게 아니라 독립적인 겁니다,"조금 불편해도, 내 소신껏",20190110,인문,14800,10,268,1,23,0,0
엄마가 변해야 아이도 변한다,나는 아이에게 몇등급 엄마일까?,20181214,가정/육아,14800,10,316,0,15,0,0
부의 주인은 누구인가,당신을 부자로 만드는 돈 사용설명서,20190102,경제/경영,18000,10,367,1,11,0,0
벨칸토,앤 패칫 장편소설,20190110,소설,14500,0,432,1,3,0,0
비극문학(비극문학탐구 1),서양문학에 나타난 비극적 비전,20181210,인문,18000,10,324,0,4,0,0
엄마의 화 코칭,화내고 후회하는 엄마들을 위한 치유의 심리학,20181211,가정/육아,15000,8.9,240,1,8,0,0
유년시절(똘스또이 클래식 8),,20181226,소설,12800,0,266,1,4,0,0
에지전략,핵심에서 벗어나 주변부를 주목하라,20181227,경제/경영,16000,10,288,1,4,0,0
스탠퍼드가 하버드에 간 이유(최고의 대학이 되기 위한 길 위에서),,20181220,인문,24000,0,352,0,15,0,0
아이를 위한 하루 한 줄 인문학,내면의 힘이 탄탄한 아이를 만드는 인생 문장 100,20181212,가정/육아,14500,9.3,292,1,17,0,0
하버드 비즈니스 리뷰 경영 인사이트 BEST 11,리더가 반드시 알아야 할 최신 비즈니스 트렌드,20190110,경제/경영,17000,9.4,324,1,27,0,0
왕은 안녕하시다. 1,성석제 장편소설,20190108,소설,14500,9.3,404,1,11,0,0
정보의 진화,물리학과 경제학으로 정보성장의 메커니즘을 파헤치다,20181204,인문,16000,10,264,1,6,0,0
초등학교 학부모 상담기록부(담임선생님에게는 말하지 못하는),,20181130,가정/육아,16000,10,360,0,14,0,0
집단지성,글로벌 대혼란 극복의 열쇠,20181220,경제/경영,17000,7.5,304,0,4,0,0
스피노자 서간집(대우고전총서 48)(양장본 HardCover),,20181227,인문,26000,9.7,476,0,8,0,0
왕은 안녕하시다. 2,성석제 장편소설,20190108,소설,14500,9.5,424,1,11,0,0
긍정 훈육,오늘도 화를 내고 후회하는 부모들을 위한,20181226,가정/육아,16000,0,340,1,5,0,0
다시 시작하는 페이스북 마케팅,비즈니스 초보자와 작은 회사를 위한 꼼꼼한 길잡이,20181231,경제/경영,17500,0,320,0,16,0,0
나쁜 학생은 없다(미래인 청소년 걸작선 58),,20190130,소설,11000,10,256,1,9,0,0
한눈에 보는 한국근대문학사,,20181220,인문,20000,0,336,0,14,0,0
누리보듬 홈스쿨(바른 교육 시리즈 1),아이의 행복한 오늘을 위한 선택,20190115,가정/육아,16800,9.5,424,1,8,0,0
"엄마를 위한 심플한 경제 공부, 돈 공부",,20190103,경제/경영,15000,9.9,285,1,22,0,0
루카치의 길(루카치 다시읽기 1),문제적 개인에서 공산주의자로,20181214,인문,25000,0,345,1,6,0,0
콜24,김유철 장편소설,20190110,소설,13000,10,232,1,3,0,0
만화 경제학 강의(위대한 경제학자 8인이 들려주는),,20181228,경제/경영,15000,10,256,1,9,0,0
만주이민의 국책문학과 이데올로기(양장본 HardCover),"근대 동아시아의 제국, 식민지, 이동",20181217,인문,51000,0,713,0,17,0,0
아무도 모르는 기적(양장본 HardCover),김주영 소설,20181217,소설,10000,8.8,100,0,10,0,0
크립토 경제의 미래,공유경제의 완성,20190101,경제/경영,14000,0,200,0,10,0,0
몇 명쯤 안 보고 살아도 괜찮습니다.,티 내지 않고 현명하게 멀어지는 법,20190110,인문,16000,8.7,327,1,20,0,0
마케터의 여행법,"먹거리에서 라이프스타일까지, 파리 사는 마케터의 유럽 마트 관찰기",20190115,경제/경영,15000,8.4,264,1,8,0,0
독서록 나와라 뚝딱(선생님과 학생들이 함께 만든),,20181221,인문,15000,0,156,0,10,0,0
월세 부자의 비밀 노트. 2,부실채권 왕초보도 따라 하는 기적의 NPL,20181224,경제/경영,15000,9.3,274,0,15,0,0
작가의 시작(퓰리처상 수상 작가 유도라 웰티의),,20190102,인문,13000,10,224,1,6,0,0
온라인 쇼핑의 종말,리테일 혁명이 만드는 새로운 미래,20190104,경제/경영,20000,8.7,456,1,10,0,0
말하기 힘든 것에 대해 말하기,,20190115,인문,16000,9.4,372,1,16,0,0
파리 미술관 역사로 걷다,프랑스 혁명기의 다비드부터 자본주의 시대의 반 고흐까지,20181213,인문,18000,10,396,0,13,0,0
블록데이터 혁명,"빅데이터 AI 블록체인
							
							
								|
								제4차 산업혁명시대의 본질을 관통하는 전략과 솔루션",20181219,경제/경영,22000,0,436,1,8,0,0
마음을 고치는 기술,부정적인 생각에서 벗어나 삶의 주도권을 잡는 법,20190110,인문,18000,8,416,1,10,0,0
이기는 투자습관,주식시장의 숨은 고수 ‘쓰상’이 꿰뚫어보는돈 되는 가치투자철학,20181226,경제/경영,18000,9,304,1,8,0,0
진짜 돈 되는 토지 투자 노하우,,20190121,경제/경영,16500,9.4,272,1,17,0,0
부동산 경매 처음공부(왕초보도 쉽게 낙찰받고 명도하는),"부동산 경매는 실전이다!
							
							
								|
								대한민국 최고 베테랑 설춘환 교수의 현장중심 경매강의",20190115,경제/경영,17000,9.7,416,1,11,0,0
실전 퀀트투자,수익률을 확인하고 투자하라!,20190130,경제/경영,17500,8.9,348,1,7,0,0
