도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
괭이갈매기도 모르는 독도 이야기,,20181025,어린이(초등),12000,10,140,0,17,0,0
한국 대중음악 명반 100 앨범리뷰(양장본 HardCover),젊은 평론가들의 시대를 초월한 선택,20181030,예술/대중문화,25000,10,428,0,19,0,0
슬램덩크. 16: 북산 vs. 산왕공고(1)(신장재편판),,20181114,만화,7000,9.9,288,0,21,0,0
어떻게 팔지 답답한 마음에 슬쩍 들춰본 전설의 광고들,,20181112,경제/경영,14000,7.5,256,0,29,0,0
땅의 문명,인문지리학자의 시선으로 바라본 인류문명 답사기,20181030,역사/문화,28000,10,768,0,5,0,0
에너지관리기사 필기(2019),최근 10년간 과년도풀이,20181120,기술/공학,24000,9.6,796,0,10,0,0
우리는 왜 한나 아렌트를 읽는가(양장본 HardCover),"난민, 악의 평범성, 혁명정신",20181019,인문,17000,9.3,200,1,17,0,0
심플하게 정성껏,인기 인스타그래머 55인의 살림 비법,20181115,취미/실용/스포츠,15000,10,160,1,8,0,0
용돈교육의 마법,,20181024,가정/육아,13500,9.3,248,1,8,0,0
"미안하지만, 오늘은 내 인생이 먼저예요",,20181110,시/에세이,13800,9.4,300,1,21,0,0
정보보안기사 산업기사 필기+핵심기출 1200제 세트(2019)(전4권),"개정 출제기준 반영/1~12회 기사,산업기사 기출문제 완벽분석 수록",20190210,컴퓨터/IT,45000,8.6,1460,0,28,0,0
노범석 한국사 기출문제 1919(2019)(전2권),7·9급 법원직 경찰직 소방직 공무원 한국사 시험 대비,20181120,취업/수험서,30000,9.3,624,0,17,0,0
전기자기학(2019)(전기기사 핵심시리즈 1),전기(산업)기사 전기철도(산업)기사,20181115,기술/공학,16000,8.3,406,0,5,0,0
매경아웃룩 2019 대예측,2019년 경영계획 수립의필독서,20181105,경제/경영,20000,9.2,352,0,14,0,0
문호 스트레이독스 데드 애플. 1(노엔코믹스(NOEN COMICS)),,20181101,만화,5500,9.8,128,1,18,0,0
셀던의 중국지도,"잃어버린 황해도, 향료 무역 그리고 남중국해",20181026,역사/문화,28000,0,420,1,8,0,0
브랜드 인문학,잠재된 표현 욕망을 깨우는 감각 수업,20181030,인문,18000,9.6,488,0,7,0,0
악의 비밀(양장본 HardCover),,20181030,소설,12800,8.8,232,1,5,0,0
네온 레인(데이브 로비쇼 시리즈),제임스 리 버크 장편소설,20181030,소설,14000,10,352,0,5,0,0
반려견 증상 상식 사전,24시간 우리 아이 곁을 지켜주는 내 손안의 주치의,20181115,취미/실용/스포츠,14800,9.8,232,1,12,0,0
빅데이터를 지탱하는 기술,시시각각 변하는 데이터를 파악하는 자동화의 세계,20181105,컴퓨터/IT,27000,10,312,1,13,0,0
엄마 수업,이 시대 부모와 자녀를 이해하기 위한 엄마학 교과서,20190101,가정/육아,15000,10,264,1,5,0,0
내 마음의 빈 공간,영혼의 허기와 삶의 열정을 채우는 조선희의 사진 그리고 글,20181109,시/에세이,14000,10,220,0,10,0,0
독해 1000제 유형편 실전편 세트(2019)(공단기)(전2권),9급 7급 경찰공무원 영어문제집,20181102,취업/수험서,36000,9.4,736,0,19,0,0
부자 교육,가장 쉽고 빠르게 부로 가는 길,20181107,경제/경영,16000,8.9,336,1,5,0,0
전기기사 필기 7개년 기출문제(2019),,20181031,기술/공학,22000,9.3,756,0,16,0,0
마기 신드바드의 모험. 17,,20181130,만화,5200,10,194,1,15,0,0
조선 왕 독살사건. 1(양장본 HardCover),,20181026,역사/문화,16000,0,356,1,12,0,0
다르지만 다르지 않습니다(아우름 32),장애인과 어우려져 살아야 하는 이유,20181030,인문,10000,8,184,1,13,0,0
MPS 근육학 쉽게 공부하기(2018)(개정판),"필라테스 강사 | 트레이너
							
							
								|
								요가 강사 | 피부관리사 입문서",20181025,기술/공학,13000,7.5,150,0,15,0,0
40주의 속삭임 Gift Set,전 세계 엄마들의 입에서 입으로 전해 내려온 태교 동화,20181005,가정/육아,28000,10,290,0,17,0,0
나쁜 엄마 다이어리,“네 엄마만 하려고 태어난 거 아니다!”,20181105,시/에세이,15000,10,299,0,10,0,0
영어 최신기출문제집(2019)(해커스 공무원)(개정판),"7급 9급 전 직렬 경찰 소방
							
							
								|
								출제포인트 분석+상세한 문제풀이 +연관 개념 정리까지 다 되는 만능 해설",20181105,취업/수험서,25900,9.7,716,0,10,0,0
2019 ICT 트렌드,"새로운 비즈니스와 투자의 흐름이 보이는
							
							
								|
								크로스 테크놀러지의 시대가 온다",20181105,경제/경영,16500,10,344,1,12,0,0
조선 왕 독살사건. 2(특별판)(양장본 HardCover),,20181026,역사/문화,16000,0,368,1,12,0,0
신비한 마법 기록(양장본 HardCover),[신비한 동물들과 그린델왈드의 범죄] 영화 속 숨은 이야기들,20181030,소설,35000,10,160,1,9,0,0
언어의 줄다리기,언어 속 숨은 이데올로기 톺아보기,20181105,인문,16500,9.9,304,1,8,0,0
컴퓨터활용능력 1급 필기 기출문제집(2019)(이기적),,20181106,컴퓨터/IT,13000,9.8,304,0,19,0,0
너의 하루를 안아줄게,감성 콜라보 에디션,20181110,시/에세이,13800,9.3,204,0,11,0,0
우리 아이 잘 자라고 있나요?,0~36개월 성장의 핵심을 짚어주는 월령별 아기발달백과,20181024,가정/육아,19800,10,532,1,16,0,0
국어 최신기출문제집(2019)(해커스 공무원),"7급 9급 전 직렬 경찰 소방
							
							
								|
								출제포인트 분석+상세한 문제풀이 +연관 개념 정리까지 다 되는 만능 해설",20181105,취업/수험서,25900,9,576,0,10,0,0
대송 제국 쇠망사(양장본 HardCover),개혁의 모순으로 멸망한 덕치의 시대,20181026,역사/문화,27000,9.5,480,1,9,0,0
읽으면 진짜 똑똑한 선택이 보이는 만화 행동경제학,,20181102,경제/경영,13800,2.5,218,0,27,0,0
인간실격. 1,,20181130,,,9.7,0,0,7,0,0
길 위의 X,기리노 나쓰오 장편소설,20181105,소설,14500,10,488,1,6,0,0
르네상스(교유서가 첫단추 시리즈 27),,20181029,인문,13800,9.4,232,1,4,0,0
미용사일반 실기시험문제(2019)(합격의 신),"최근 변경된 출제기준 전격 수록
							
							
								|
								저자의 노하우가 담긴 동영상 무료로 제공",20190110,기술/공학,22000,0,152,0,12,0,0
OpenFOAM 해킹가이드,,20181101,컴퓨터/IT,32000,10,664,0,14,0,0
셀프 취업준비 매뉴얼,취업의 방향을 잃은 당신에게,20181031,취업/수험서,25000,9.5,255,0,11,0,0
내 몸속의 새를 꺼내주세요(양장본 HardCover),문정희 페미시집,20181025,시/에세이,15000,0,160,0,14,0,0
사춘기로 성장하는 아이 사춘기로 어긋나는 아이,아이의 올바른 성장과 변화를 위한 부모의 사춘기 공부,20181030,가정/육아,15800,9.8,328,1,25,0,0
Organic Chemistry 솔메 기본문풀(2판),,20181101,기술/공학,20000,9.7,235,0,25,0,0
메이지 유신이 조선에 묻다: 일본이 감추고 싶은 비밀들,,20181105,역사/문화,26000,8.5,592,1,30,0,0
IT빅4,"애플, 아마존, 구글과 페이스북은 우리의 미래를 어떻게 바꿀까?",20180930,경제/경영,15000,0,216,1,4,0,0
모두의 파이썬(개정판 2판),20일 만에 배우는 프로그래밍 기초,20181009,컴퓨터/IT,12000,9.9,200,1,7,0,0
이루마 Says the Flute,플루트 파트보 수록,20181025,예술/대중문화,15000,10,172,0,18,0,0
어원은 인문학이다,"흥미진진 영어를 둘러싼 역사와 문화, 지식의 향연",20181101,인문,15000,7.9,416,1,9,0,0
"자신감 있는 엄마, 자신감 있게 크는 아이",아이의 미래를 만드는 엄마의 49가지 기술,20181017,가정/육아,12000,0,200,1,23,0,0
심층 학습(제이펍의 인공지능 시리즈 13),,20181031,컴퓨터/IT,42000,8.3,908,1,5,0,0
미세유행(2019),트렌드를 아는 것이 트렌드가 아닌 시대,20181105,경제/경영,17000,10,352,1,4,0,0
산티아고 순례 이야기(인류학자가 들려주는),순례는 사람을 어떻게 변화시키는가,20181105,역사/문화,20000,10,480,1,11,0,0
영어 최신기출문제집 추록(2019)(해커스 공무원)(개정판),"7급 9급 전 직렬 경찰 소방
							
							
								|
								출제포인트 분석+상세한 문제풀이 +연관 개념 정리까지 다 되는 만능 해설",20181105,취업/수험서,8800,9.9,204,0,13,0,0
"차마, 깨칠 뻔하였다",철학자 김영민의 아포리즘,20181030,인문,16500,10,391,1,11,0,0
유빙의 숲,,20181102,소설,13000,10,296,1,5,0,0
오윤섭의 부동산 가치투자,상승장에서도 하락장에서도 실패하지 않는,20181107,경제/경영,18500,8.9,376,1,13,0,0
청일전쟁: 국민의 탄생(질문의 책 20),근대 일본의 첫 대외 전쟁의 실상,20181015,역사/문화,17000,9.4,396,1,12,0,0
한국사 최신기출문제집(2019)(해커스 공무원),"7급 9급 전 직렬 경찰 소방
							
							
								|
								출제포인트 분석+상세한 문제풀이 +연관 개념 정리까지 다 되는 만능 해설",20181105,취업/수험서,28800,9.8,744,0,11,0,0
OAuth 2.0 쿡북(해킹과 보안),Spring Security를 이용한 OAuth 애플리케이션 개발,20181031,컴퓨터/IT,40000,10,524,1,12,0,0
목견(테이크아웃(Take Out) 15),,20181101,소설,6800,10,72,1,2,0,0
운동하는 아이가 행복하다,자존감 ·관계 ·학습력을 회복하는 학교체육의 기적,20181029,인문,16000,10,352,0,13,0,0
나는 돈에 미쳤다,쓸데없는 자존심을 버리고 돈을 쫓는 12가지 방법,20181105,경제/경영,15000,9,268,1,9,0,0
서중석의 현대사 이야기. 14,"유신 몰락의 드라마, 궁지에 몰린 박정희",20181101,역사/문화,15500,10,296,1,16,0,0
국어 최신기출문제집 추록(2019)(해커스 공무원)(개정판),"7급 9급 전 직렬 경찰 소방
							
							
								|
								출제포인트 분석+상세한 문제풀이 +연관 개념 정리까지 다 되는 만능 해설",20181105,취업/수험서,7900,9.6,170,0,13,0,0
여행 사진 잘 찍는 법(좋은 사진을 만드는 ZAKO의),,20181031,예술/대중문화,22000,9.1,336,1,12,0,0
스위프트 4: 프로토콜지향 프로그래밍(3판),확장성 있는 iOS 프로그래밍을 위한,20181031,컴퓨터/IT,25000,10,292,1,20,0,0
"꿈은, 미니멀리즘(테이크아웃(Take Out) 16)",,20181101,소설,7800,10,88,1,9,0,0
논어를 읽으면 사람이 보인다,이한우의 지인지감,20181030,인문,16500,9.2,260,0,15,0,0
사회가치경영(기업의 미래를 여는),K-매니지먼트 4.0,20181101,경제/경영,15000,9.3,276,1,6,0,0
손진숙 영어 기출문제집(2019),문법 | 어휘 | 생활영어,20181029,취업/수험서,25000,9.8,377,0,12,0,0
서중석의 현대사 이야기. 15,"유신 체제 붕괴, 김재규는 배신자인가",20181101,역사/문화,16000,9,308,1,16,0,0
우아하게 앤서블,현직 앤서블 강사가 직접 쓴 데브옵스의 모든 것,20181031,컴퓨터/IT,35000,10,523,1,8,0,0
넷플릭스의 시대(방송문화진흥총서 200),"시간과 공간, 라이프스타일을 뛰어넘는 즐거운 중독",20190927,경제/경영,19500,9.3,480,1,8,0,0
GO! 독학 독일어 단어장,실전 말하기와 시험 준비까지 완전 정복!,20190905,외국어,15000,9.6,504,0,14,0,0
나는 내가 죽었다고 생각했습니다(리커버 한정판)(양장본 HardCover),뇌과학자의 뇌가 멈춘 날,20190902,과학,14800,9.1,216,1,17,0,0
줄리언 반스의 아주 사적인 미술 산책,,20190930,시/에세이,18000,9.4,424,1,20,0,0
슬픈 쥐의 윤회,도올소설집,20190909,소설,16000,9.3,424,0,8,0,0
여름밤에(양장본 HardCover),,20190826,유아(0~7세),13000,0,44,0,4,0,0
"페스토, 소스, 오일 그리고 피클",,20190920,요리,18000,8.3,256,0,18,0,0
스타의 서재,,20190906,인문,17500,10,368,0,6,0,0
"오래된 우표, 사라진 나라들(1840~1975)(양장본 HardCover)",,20190911,역사/문화,25000,9.7,432,1,15,0,0
당신은 허리 디스크가 아니다,망가진 허리를 재생하는 기적의 내 몸 프로파일링,20190916,건강,17000,9.3,328,1,15,0,0
녹두전. 4,,20190905,만화,13000,10,252,0,6,0,0
귀신 감독 탁풍운(양장본 HardCover),,20190903,어린이(초등),10000,9.4,136,0,9,0,0
"스토리텔링 성경: 여호수아, 사사기, 룻기(성경 전 장을 이야기로 풀어 쓴)(스토리텔링성경 6)",가나안 정복과 이스라엘의 사사들,20190901,종교,12000,10,327,1,23,0,0
정보기기운용기능사 실기 기본서(2020)(이기적)(개정판),무료 동영상 강의 제공+패킷 트레이서 파일 제공+따라해보는 기출문제,20190830,컴퓨터/IT,18000,9.6,360,0,16,0,0
한국농어촌공사 최신기출+봉투모의고사 3회분(2019 하반기)(NCS),,20191015,취업/수험서,12000,8.2,168,0,23,0,0
미디어 브랜드의 진화(아로리총서 23),,20190805,정치/사회,7900,10,172,0,11,0,0
불안(양장본 HardCover),조미자 그림책,20190918,유아(0~7세),14000,9,48,0,2,0,0
마크로비오틱 스위츠,파트리시오의 건강하고 달콤한 마크로비오틱 레시피 61,20190901,요리,12000,10,112,1,10,0,0
우편 및 금융상식 OX지문정리(우정 9급 계리직),공무원 시험대비,20190911,취업/수험서,32000,10,744,0,16,0,0
혁신의 목격자들,새로운 과학기술은 미래의 비즈니스를 어떻게 바꾸는가,20190917,경제/경영,15000,9.3,288,1,8,0,0
무너진 다리(Gravity Fiction(그래비티 픽션) 8),,20190903,소설,16000,10,517,0,6,0,0
"궁금했어, 에너지(사이언스 틴스 4)",,20190923,과학,12800,7.5,164,1,9,0,0
"맹자, 마음의 정치학. 1(양장본 HardCover)",,20190830,인문,32000,10,592,0,14,0,0
블루노트: 타협하지 않는 음악(양장본 HardCover),,20190920,예술/대중문화,48000,10,404,1,16,0,0
새벽의 연화. 29,,20190910,만화,5000,9.3,192,1,10,0,0
문화유산의 두 얼굴(지배와 저항으로 보는 조선사 4),조선의 권력자들이 전하는 예와 도의 헤게모니 전략,20190823,역사/문화,16000,10,372,1,10,0,0
나쁜 피가 내 몸을 망친다,,20190916,건강,14000,8.1,208,1,14,0,0
스포츠는 통한다,,20190902,정치/사회,15000,0,288,0,8,0,0
정연우의 칼을 찾아 주세요(양장본 HardCover),,20190911,어린이(초등),12000,10,40,0,14,0,0
"살리는 질문, 사는 대답",사명자를 향한 열여덟 가지 질문,20190904,종교,12000,10,236,1,13,0,0
컴퓨터활용능력 1급 필기 기본서(2020)(이기적)(전3권),무료 동영상 강의 & CBT 온라인 모의고사 제공,20190910,컴퓨터/IT,29000,9.9,999,0,17,0,0
건강수명을 늘리는 7주 혁명,"하버드 출신 의사의, 신체 나이 10년을 되돌리는 리셋 프로그램",20190905,건강,18000,9.2,468,1,15,0,0
회사개조(CEO의 서재 시리즈 17),쓰러져가는 회사라도 강력한 기업으로 성장시키는 8단계 매뉴얼,20190826,경제/경영,19000,9.8,475,1,4,0,0
나의 루시(트리앤북 컬렉션 8)(양장본 HardCover),,20190925,유아(0~7세),13000,0,40,0,5,0,0
영화는 두 번 시작된다,이동진 영화평론집 2019~1999,20190927,예술/대중문화,39000,8.5,944,1,12,0,0
고양이도 반할 생선요리 60,누구나 쉽게 만들고 맛있게 즐길 수 있는 생선 요리 레시피,20190905,요리,12900,0,100,1,15,0,0
좋은 생명체로 산다는 것은,동물생태학자 사이 몽고메리와 동물들의 경이로운 교감의 기록,20190909,과학,14000,9.5,224,1,14,0,0
김지훈 정도 교정학 실전모의고사(2020),교정직 승진시험 및 경력채용 대비,20190910,취업/수험서,15000,10,160,0,17,0,0
"맹자, 마음의 정치학. 2(양장본 HardCover)",,20190830,인문,33000,10,608,0,14,0,0
불사를 꿈꾼 영웅 길가메시(만화로 보는),"인류 최초의 신화, 신이 되려 한 인간의 서사시",20190830,역사/문화,17000,9,216,1,14,0,0
배를 엮다(상),,20191015,만화,8500,9.5,160,1,5,0,0
선물 관계: 인간의 혈액에서 사회정책까지,,20190910,정치/사회,30000,10,519,1,22,0,0
마두 탐정 사무소,태양계 어디든 출동 가능!,20190910,어린이(초등),11500,0,120,0,9,0,0
평신도를 깨운다(양장본 HardCover),제자훈련의 원리와 실제,20190809,종교,16000,10,380,0,8,0,0
우먼 인 윈도(모중석스릴러클럽 47),,20190903,소설,15800,8.9,620,1,7,0,0
퍼즐로 배우는 알고리즘: with 파이썬,21가지 퍼즐을 풀면서 배우는 알고리즘과 프로그래밍의 원리,20190920,컴퓨터/IT,20000,10,340,1,22,0,0
파이낸셜 프리덤,경제적 자유를 이루는 부의 공식,20190905,경제/경영,19500,9.1,480,1,8,0,0
기생충 각본집 & 스토리보드북 세트(전2권),,20191021,예술/대중문화,37000,9.2,448,1,19,0,0
오감 멀티 테라피(장석종 박사의 자연치유를 위한),,20190910,건강,27000,0,434,0,9,0,0
"맹자, 마음의 정치학. 3(양장본 HardCover)",,20190830,인문,35000,10,620,0,14,0,0
경남의 기억을 걷다,"경남의 역사 공간, 그리고 사람",20190909,역사/문화,28000,10,562,0,10,0,0
닭가슴살 다이어트 레시피(고단백 저지방),,20190902,요리,13000,10,160,1,13,0,0
배를 엮다(하),,20190906,만화,8500,9.4,160,1,5,0,0
한국사 6개년 기출문제집(9급 공무원)(2020)(에듀윌),7급 고난도 기출문제 부록+기출문제편+해설편,20190910,취업/수험서,14000,9.8,292,0,13,0,0
공주는 왜 페미니스트가 되었을까?,더 자유롭고 행복한 페미니즘을 위하여,20190909,정치/사회,15000,0,248,0,18,0,0
슬기로운 식생활: 내 안을 건강하게 가꿔요(초등 생활 탐구 1),,20190909,어린이(초등),12000,10,104,0,23,0,0
AWS 클라우드 기반의 Django 웹 애플리케이션,,20190915,컴퓨터/IT,28000,6,520,1,28,0,0
속담으로 과학을 읽다,,20190910,과학,13000,10,240,0,11,0,0
로마서. 1: 내가 얻은 황홀한 구원(옥한흠 전집 강해 1)(양장본 HardCover),,20190902,종교,15000,10,376,0,20,0,0
아마겟돈을 회상하며(양장본 HardCover),,20190902,소설,14800,9.9,304,1,10,0,0
내 똥으로 뭐 할까?(양장본 HardCover),,20190828,유아(0~7세),12000,0,36,0,11,0,0
삼순이,시대가 만들고 역사가 잊은 이름,20190916,역사/문화,25000,10,524,0,3,0,0
플레이버 보이(Flavor Boy),당신의 혀를 매혹시키는 바람난 맛에 관하여,20190905,인문,16800,10,342,1,7,0,0
비행기 타고 떠나는 여행(양장본 HardCover),,20190830,유아(0~7세),12000,8.8,40,0,13,0,0
맛있는 과자 반죽의 비밀,동영상 레슨 QR코드 수록,20190927,요리,15000,10,116,1,13,0,0
카리 모라,토머스 해리스 장편소설,20190911,소설,15000,6.1,288,1,5,0,0
코어 자바스크립트(프로그래밍 & 프랙티스 시리즈 20),핵심 개념과 동작 원리로 이해하는 자바스크립트 프로그래밍,20190910,컴퓨터/IT,22000,9.6,202,1,9,0,0
천수의 나라. 3,,20190930,만화,8500,9.8,160,1,9,0,0
국어 6개년 기출문제집(9급 공무원)(2020)(에듀윌),,20190910,취업/수험서,15000,9.8,344,0,12,0,0
신경과학이 우리의 미래를 바꿀 수 있을까?,,20190831,과학,16000,0,208,1,23,0,0
가족 난민(트랜스 소시올로지 26),싱글화의 미래 양극화된 일본인의 노후,20190830,정치/사회,15000,0,224,1,5,0,0
대한민국대표 종이접기,온 가족이 즐겁고 행복해지는 조이 365+,20190916,어린이(초등),19800,9.5,320,0,11,0,0
벼리는 불교가 궁금해,10대와 함께 읽는 세상에서 가장 쉬운 불교 이야기,20190902,종교,15000,10,264,1,11,0,0
슈퍼 스톡스(양장본 HardCover),3년에 10배 상승하는 대박 주식을 찾아라,20190903,경제/경영,21000,9,372,1,6,0,0
하룻밤에 읽는 한국사(개정증보판),,20190919,역사/문화,16800,9.1,440,1,11,0,0
나 혼자만 레벨업. 1(만화)(디앤씨웹툰),,20190926,만화,14500,9.7,312,0,12,0,0
기차 타고 떠나는 여행(양장본 HardCover),,20190816,유아(0~7세),12000,10,40,0,12,0,0
리액트를 다루는 기술(개정판),입문부터 대규모 애플리케이션까지 한 권으로,20190831,컴퓨터/IT,42000,9.5,908,1,11,0,0
양들의 침묵,,20190911,소설,15000,9.7,640,1,6,0,0
이이효재,: 대한민국 여성 운동의 살아 있는 역사,20190909,정치/사회,15000,0,312,1,4,0,0
KB국민은행 필기전형 봉투모의고사 4회분(2019),,20190930,취업/수험서,16000,8.6,284,0,22,0,0
금강경 강해(한글개정신판)(도올 김용옥의),,20190905,종교,18000,10,448,0,6,0,0
와! 콩중이 팥중이다(새벽들 아저씨와 떠나는 밤 곤충 관찰 여행 4),"노린재, 사마귀, 메뚜기, 강도래와 날도래, 대벌레, 집게벌레, 바퀴",20190904,어린이(초등),18000,0,168,0,11,0,0
"깊은 바다, 프리다이버",지구 가장 깊은 곳에서 만난 미지의 세계,20190812,과학,18000,9.5,380,1,12,0,0
코칭 리더십(성과 향상을 위한),,20190911,경제/경영,18000,10,396,1,6,0,0
올 어바웃 해피니스,마음 주치의에게 행복에 대해 물었다,20190826,인문,13800,10,312,1,10,0,0
버림 받은 황비. 3(디앤씨웹툰),,20190910,만화,13000,9.6,248,0,11,0,0
김동준 소방관계법규 합격빈칸노트 세트(2020)(전2권),,20190917,취업/수험서,24000,9.7,348,0,20,0,0
노동으로 보는 중국,,20190829,정치/사회,18000,0,315,0,10,0,0
하나님 말씀과 사랑에 빠지다,하나님이 원하시는 진짜 성경공부법,20190902,종교,11000,10,216,1,15,0,0
화물선(양장본 HardCover),,20190830,유아(0~7세),12000,0,36,0,3,0,0
전문가를 위한 스프링 5(개정판 5판),"스프링을 깊이 있게, 철저하게!",20190917,컴퓨터/IT,60000,10,1200,1,13,0,0
한니발,,20190911,소설,15000,9.8,736,1,3,0,0
시리아 난민 이야기: 아무도 원하지 않는 사람들(양장본 HardCover),,20190915,어린이(초등),13500,0,100,1,26,0,0
"친애하는 인간에게, 물고기 올림(양장본 HardCover)",물고기 박사 황선도의 현대판 자산어보,20190925,과학,22000,10,324,0,17,0,0
최강의 영향력(상대의 마음을 사로잡는),,20190830,경제/경영,16500,9.6,360,1,7,0,0
감각의 역사,,20190830,인문,25000,9,524,0,6,0,0
진눈깨비 소년 시즌3 세트(7-9권)(전3권),,20190910,만화,39000,10,808,0,14,0,0
나는 탁상 위의 전략은 믿지 않는다(KODEF 안보총서 7),"롬멜 리더십, 열정과 추진력, 그리고 무한한 낙관주의",20190820,정치/사회,25000,10,400,1,19,0,0
인문학을 하나님께. 2,,20190920,종교,15000,9.5,312,1,12,0,0
새 자전거와 새 친구(양장본 HardCover),,20190830,유아(0~7세),12000,10,40,0,11,0,0
똥시집,,20190925,어린이(초등),13000,7.5,140,0,3,0,0
워드프로세서 필기(2020)(시나공 총정리),핵심요약+기출문제+모의고사+암기프로그램+기출CBT+동영상강의,20190909,컴퓨터/IT,14000,9.8,240,0,9,0,0
한니발 라이징,,20190911,소설,15000,9.5,464,1,7,0,0
영어 6개년 기출문제집(9급 공무원)(2020)(에듀윌),,20190910,취업/수험서,16000,9.5,396,0,12,0,0
도둑맞은 손,"살아있지만 인격의 일부라고 말할 수 없는
							
							
								|
								인간적인 어떤 것에 대한 법적 탐구",20190830,인문,18000,8.8,1,1,6,0,0
마케팅 때문에 고민입니다,실전에서 바로 써먹을 수 있는 마케팅 비법을 알고 싶은 당신에게,20190905,경제/경영,15000,9.4,252,0,13,0,0
진눈깨비 소년. 7,,20190910,만화,13000,10,288,0,10,0,0
간절함이 우리의 기도입니다,아픈 삶을 기도로 살아낸 우리들의 이야기,20190826,종교,13800,0,228,1,14,0,0
10대와 통하는 평화통일 이야기(10대를 위한 책도둑 시리즈 34),,20190904,정치/사회,13000,0,188,0,17,0,0
티라노사우루스 타임머신(양장본 HardCover),,20190830,유아(0~7세),12000,9.6,44,0,12,0,0
세상을 바꾼 100권의 책(양장본 HardCover),,20190830,인문,28000,9.6,224,1,14,0,0
세상에서 가장 착한 초록 : 반려식물(참 잘했어요 과학 16),,20190910,어린이(초등),11000,10,112,0,20,0,0
컴퓨터활용능력 1급 필기(2020)(시나공 총정리),핵심요약+기출문제+모의고사+암기프로그램+기출CBT+동영상강의,20190909,컴퓨터/IT,19000,8.2,280,0,13,0,0
사회 6개년 기출문제집(9급 공무원)(2020)(에듀윌),고난도 기출문제 부록+기출문제편+해설편,20190910,취업/수험서,15000,9.2,356,0,12,0,0
각본가의 죽음(해미시 맥베스 순경 시리즈 14),,20190830,소설,9800,9,360,1,7,0,0
오래된 작은 가게 이야기,사람과 사람이 만나는 곳,20190917,경제/경영,14800,8.8,224,1,13,0,0
반박하는 여자들,,20190906,소설,15800,10,396,1,8,0,0
책꽂이 투쟁기(반양장),,20190920,인문,17500,10,344,0,7,0,0
페미니스트 타임워프(반양장),페미니즘이 한국 사회를 기억하는 방법,20190830,정치/사회,17000,9.2,224,1,10,0,0
수수께끼 숲,수수께끼로 배우는 자연생태 동화,20190903,어린이(초등),12000,10,104,0,6,0,0
내 꼬리가 보이니?(양장본 HardCover),,20190809,유아(0~7세),12000,10,34,0,10,0,0
전한길 한국사 3.0 기출문제집 세트(2020)(전2권),출제 경향을 꿰뚫는 압도적인 해설!,20190911,취업/수험서,39000,9.7,1096,0,20,0,0
컴퓨터활용능력 2급 필기(2020)(시나공 총정리),핵심요약+기출문제+모의고사+암기프로그램+기출CBT+동영상강의,20190909,컴퓨터/IT,14000,8.7,192,0,13,0,0
전략적 사고의 기술,늘 하던 대로 열심히만 했던 직장인을 위한 전략적 업무 처리의 모든 것,20190905,경제/경영,18000,8.3,344,1,10,0,0
영혼 있는 노동(북저널리즘 42),한국의 노동법과 일의 미래,20190909,정치/사회,12000,10,158,0,8,0,0
어웨이크,익숙함을 버리고 불편함을 선택하라,20190918,인문,14000,8.9,228,1,4,0,0
EBS 미스터리 식당 Q,,20190902,어린이(초등),9800,10,206,0,13,0,0
사무자동화산업기사 필기(2020)(시나공 총정리),핵심요약+기출문제+모의고사+암기프로그램+기출CBT+동영상강의,20190909,컴퓨터/IT,18000,8.1,220,0,12,0,0
줄 서서 먹는 식당의 비밀,불황을 이기는 김현수의 인사이트 분석,20190917,경제/경영,16800,10,384,1,14,0,0
고양이 가면(양장본 HardCover),,20190830,유아(0~7세),12000,0,40,0,6,0,0
CJ그룹 종합적성검사 CAT CJAT(2019 하반기),"CJ 신유형 출제경향 전격 반영
							
							
								|
								유형 공략부터 실전까지 5일 완성!",20190910,취업/수험서,17900,9.3,520,0,20,0,0
더 선. 1,,20190904,소설,14800,10,344,1,6,0,0
다 된 만화에 페미니즘 끼얹기,여성 서사 웹툰 읽기,20190930,정치/사회,17000,10,322,1,16,0,0
김봉현의 글쓰기 랩,"디스 아닙니다, 피드백입니다",20190902,인문,16000,10,352,0,10,0,0
EBS 과학 땡Q,,20190916,어린이(초등),9800,10,194,0,9,0,0
신영식 해동 한국사 기출정해(2020)(커넥츠 공단기)(전3권),기본서 100% 적중으로 입증된 해동한국사,20190911,취업/수험서,37000,9.7,912,0,15,0,0
파이썬과 수치 해석(2판)(데이터 과학),파이썬 수치 해석 레시피,20190830,컴퓨터/IT,50000,0,772,1,10,0,0
작은 가게에서 경영을 배우고 있습니다,좋아하는 일을 하며 10억을 버는 8가지 비밀,20190902,경제/경영,14800,6.9,200,1,20,0,0
용돈이 생겼어요(양장본 HardCover),,20190830,유아(0~7세),12000,0,40,0,8,0,0
더 선. 2,,20190904,소설,14800,0,344,1,6,0,0
왜 법이 문제일까?(왜 문제일까 시리즈),10대에게 들려주는 법이야기,20190905,정치/사회,13000,10,192,0,10,0,0
문제투성이 동생봇(반양장),,20190905,어린이(초등),12000,0,112,1,9,0,0
버진 신드롬(블랙홀 청소년 문고 11),"열일곱, 성에 관한 여섯 가지 에피소드",20190910,소설,12000,0,220,1,6,0,0
윤우혁 헌법 기출문제집 세트(2020)(커넥츠 공단기)(전2권),14년간의 모든 기출에서 정선한 820문제,20190910,취업/수험서,39000,9.9,976,0,15,0,0
