도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
나무처럼 생각하기,나무처럼 자연의 질서 속에서 다시 살아가는 방법에 대하여,20190708,과학,14000,7.9,208,1,9,0,0
파이썬 날코딩으로 알고 짜는 딥러닝,프레임워크 없이 단층 퍼셉트론에서 GAN까지,20190715,컴퓨터/IT,45000,9.5,692,1,19,0,0
폴른: 저주받은 자들의 도시(스토리 콜렉터 74),데이비드 발다치 장편소설,20190712,소설,14800,10,576,1,15,0,0
기차가 온다,증기기관차에서 KTX까지 한국철도 120년,20190628,기술/공학,30000,10,352,0,6,0,0
스몽 스몽(양장본 HardCover),,20190730,어린이(초등),15000,10,48,1,5,0,0
스파이더맨+데드풀 세트(1-3권)(전3권),,20190710,만화,36000,8.8,400,0,12,0,0
김동준 소방승진시험 소방교 봉투모의고사 5회분(2019),소방전술/소방법령1/ 소방법령2,20190720,취업/수험서,15000,0,136,0,25,0,0
3년 후 AI 초격차 시대가 온다,3000퍼센트 가치 창출의 시작,20190712,경제/경영,16000,9.6,308,1,18,0,0
설민석의 삼국지. 1,"누구나 쉽게 시작하고, 모두가 빠져드는 이야기",20190717,인문,22000,9.3,440,1,11,0,0
살며 사랑하며,인생의 사계절을 위한 80가지 지혜,20190618,종교,14000,10,294,1,7,0,0
칼로리 걱정 없는 얼음 곤약 레시피(개정판),,20190705,요리,9800,0,95,1,19,0,0
유엔과 인권규범의 형성,,20190628,정치/사회,20000,0,346,0,12,0,0
똑똑한 엄마는 강점스위치를 켠다,자녀의 미래를 바꾸는 부모의 작은 습관,20190624,가정/육아,14000,9.5,296,1,17,0,0
뽀로로 영어 플러스 놀이북,,20190702,유아(0~7세),5000,0,10,0,14,0,0
마블 스파이더맨: 파 프롬 홈 아트 포스터 컬렉션(32장),,20190702,예술/대중문화,18000,0,32,0,27,0,0
우리가 사랑했던 정원에서(양장본 HardCover),,20190705,소설,17800,9.1,224,1,13,0,0
뇌 노화를 멈추려면 35세부터 치아 관리 습관을 바꿔라(더 건강한 몸과 마음 2),신경내과 전문의가 알려주는 백년 두뇌의 비밀,20190705,건강,13000,9.6,208,1,30,0,0
사이버 보안 공학(해킹과 보안),소프트웨어 공학과 정보 보안,20190715,컴퓨터/IT,35000,0,368,1,9,0,0
세상에서 가장 느린 달팽이의 속도로,,20190705,시/에세이,16000,9.4,380,0,19,0,0
내가 유전자를 고를 수 있다면(지식 더하기 진로 시리즈 1),인간 복제부터 연명 의료까지 생로병사로 읽는 인체의 과학,20190703,과학,14000,10,200,1,16,0,0
걷다 느끼다 그리다,건축가 임진우의 감성 에세이,20190705,기술/공학,16000,8.3,244,0,10,0,0
어느 날 공주가 되어버렸다. 1,,20190830,만화,13500,9.8,272,0,17,0,0
펀드투자권유자문인력 한권으로 끝내기(2020)(시대에듀),워밍업 핵심정리노트 수록,20190905,취업/수험서,26000,10,752,0,19,0,0
자발적 고독(철학자의 돌 8),,20190628,인문,15000,10,267,1,6,0,0
한미동맹의 진화,,20190705,정치/사회,17000,10,288,1,8,0,0
귀신 샴푸,,20190717,어린이(초등),11000,0,120,1,5,0,0
유아 식판식,편식 걱정 없이 혼자서도 잘 먹는,20190626,요리,14500,8.3,256,0,6,0,0
백범의 길(상)(양장본 HardCover),임시정부의 중국 노정을 밟다,20190626,역사/문화,25000,0,364,1,5,0,0
LG Way(엘지 웨이)(양장본 HardCover),세계적 기업은 왜 기본을 말하는가,20190624,경제/경영,18000,9.4,312,1,6,0,0
사도행전 속으로 1~15 세트(전15권),,20190625,종교,267000,10,6296,0,16,0,0
초등 공부 습관의 힘,우리 아이 공부머리 키우는 기적의 가게야마 학습법,20190625,가정/육아,14800,9.4,308,1,11,0,0
뽀롱뽀롱 뽀로로 영어 카드 100,뽀로로와 함께 알파벳과 파닉스를 한 번에!,20190702,유아(0~7세),15000,9.3,100,0,18,0,0
삼겹살의 시작,돼지고기 계보학,20190701,역사/문화,15000,10,244,0,7,0,0
꿈을 꾸듯 춤을 추듯(Gravity Fiction(그래비티 픽션) 7),김재아 SF 장편소설,20190612,소설,13500,10,297,0,11,0,0
동물원에 동물이 없다면(지식 더하기 진로 시리즈 2),동물 복지부터 생물 다양성까지공존을 꿈꾸는 동물원,20190703,과학,14000,10,200,1,12,0,0
공무원 사회복지학개론 7개년 기출문제집(2019)(기출이 답이다)(개정판),"9급 공무원
							
							
								|
								보호직 사회복지직 주요공무원 채용 대비",20190826,취업/수험서,16000,0,236,0,21,0,0
당신의 100세 존엄과 독립을 생각하다,"경험하지 못한 미래, 100세를 살 준비",20190710,인문,15000,10,280,1,21,0,0
패닉 소사이어티,우리는 어떤사회에 살고 있는가. 2,20190430,정치/사회,20000,7.5,256,0,8,0,0
환자 주도 치유 전략,"현대의학, 다시 치유력을 말하다",20190628,건강,19800,10,500,1,11,0,0
미지의 파랑(양장본 HardCover),소울메이트를 찾아서,20190704,어린이(초등),11000,10,196,0,6,0,0
파이썬 코딩 수학 with 딥러닝,수학적 사고력 향상을 위한,20190710,컴퓨터/IT,15000,9.7,308,1,18,0,0
우리말 비전성경(소단본)(레드)(색인)(무지퍼)(큰 글로 읽는)(4판),,20190615,종교,30000,0,2096,0,8,0,0
메이드 바이 바리스타,"바리스타의 삶, 바리스타의 레시피",20190625,요리,16800,9.5,232,0,11,0,0
2020 부의 지각변동,"미래가 보내온 7가지 시그널! 무너질 것인가, 기회를 만들 것인가",20190705,경제/경영,17000,8.8,260,1,12,0,0
백범의 길(하)(양장본 HardCover),임시정부의 중국 노정을 밟다,20190626,역사/문화,25000,0,292,1,5,0,0
사과 얼마예요(민음의 시 257)(양장본 HardCover),조정인 시집,20190628,시/에세이,10000,10,184,1,7,0,0
기적의 엄마표 놀이,내 아이와 유대감을 키우는 시크릿 홈스쿨링,20190603,가정/육아,16000,10,280,1,10,0,0
곰이 다시 왔어(국민서관 그림동화 223)(양장본 HardCover),,20190628,유아(0~7세),12000,0,32,1,8,0,0
네 이름을 가만 불러보면 사랑한단 말 같아,,20190628,시/에세이,12800,2.5,200,0,23,0,0
펭귄의 여름,남극에서 펭귄을 쫓는 어느 동물행동학자의 일기,20190619,과학,15000,9.7,256,0,6,0,0
Kafka Streams in Action,카프카 스트림즈 API로 만드는 실시간 애플리케이션,20190712,컴퓨터/IT,30000,8.3,360,1,23,0,0
매일 웹소설 쓰기(Daily Series 17),단계별로 따라가는 웹소설 맞춤 수업,20190710,인문,13000,8.1,172,1,9,0,0
페미니즘 탐구생활,,20190627,정치/사회,16800,10,344,1,9,0,0
김윤수 탐구한국사(2020)(전2권),9.7급 공무원/선관위/법원직/경찰직 시험대비,20190720,취업/수험서,39000,10,833,0,9,0,0
미식가의 프렌치 샐러드,프랑스 정통 샐러드부터 퓨전 샐러드까지,20190708,요리,18000,7.5,188,1,12,0,0
다른 사람들(양장본 HardCover),,20190701,어린이(초등),13000,0,34,0,6,0,0
문장과 함께하는 유럽사 산책,,20190708,역사/문화,17000,10,224,0,15,0,0
"파우스트 세트(괴테 전집 1,2)(전2권)",,20190610,소설,60000,9.1,1512,0,7,0,0
내가 누구를 두려워하리요,사망의 골짜기를 주님과 함께 통과한 자의 고백,20190708,종교,15000,10,312,1,13,0,0
도쿄 라이프스타일,당신의 취향이 비즈니스가 되는 곳,20190628,경제/경영,16000,9.3,320,1,9,0,0
꿈을 찾는 도서관(비룡소의 그림동화 169)(양장본 HardCover),,20190705,유아(0~7세),12000,0,40,0,9,0,0
내 생애 첫 임신 출산 육아책,처음이라 낯선 초보 부모들을 위한 안심 대백과,20190701,가정/육아,22000,10,440,0,16,0,0
일본 가정식(고급스럽게 즐기는),담백하고 깔끔한 맛을 담은 일본 가정 요리,20190628,요리,17000,9.2,216,1,6,0,0
"사랑, 예술, 정치의 실험: 파리좌안 1940-50",,20190630,인문,25000,8.8,496,1,28,0,0
일자리의 미래,왜 중산층의 직업이 사라지는가,20190628,정치/사회,18000,9.1,488,1,7,0,0
쓸데없이 다정해서,,20190710,시/에세이,13000,9.5,264,0,9,0,0
"마거릿, 아폴로호를 부탁해!(양장본 HardCover)",처음으로 달 착륙을 성공시킨 여성 과학자 이야기,20190705,어린이(초등),12000,0,40,0,15,0,0
NCS 한국도로공사 직업기초능력평가&실전모의고사(2020)(All-New)(개정판 4판),"2019년 주요 공기업 기출복원문제
							
							
								|
								NCS 영역별 출제예상문제 | 온라인모의고사 쿠폰 제공",20200106,취업/수험서,22000,10,440,0,26,0,0
뉴욕타임스 부고 모음집,Book of the Dead,20190703,역사/문화,25000,8.1,720,1,12,0,0
변기 아저씨(양장본 HardCover),,20190614,유아(0~7세),12000,10,40,0,6,0,0
손에 잡히는 10분 정규 표현식(프로그래밍인사이트),,20190715,컴퓨터/IT,14000,9,180,1,17,0,0
파우스트. 1(Faust)(괴테 전집 1)(양장본 HardCover),,20190610,소설,25000,10,620,0,7,0,0
만화로 배우는 인공지능(만화 비즈니스 클래스 2),,20190628,경제/경영,15800,10,236,1,12,0,0
너를 만나 행복해,당신에게 전하는 따스한 위로와 응원,20190701,종교,14000,10,264,1,9,0,0
내 아이를 영재로 바라보면 영재가 된다,상위 0.3%로 키운 엄마의 교육법,20190624,가정/육아,15000,8.5,244,1,21,0,0
열심히 사는 게 뭐가 어때서,어제보다 나은 오늘을 위한 ‘노오력’ 프로젝트,20190715,시/에세이,13800,9.9,264,0,15,0,0
문학하는 마음(일하는 마음 2),김필균 인터뷰집,20190715,인문,16000,10,348,1,7,0,0
반사회적 가족,,20190628,정치/사회,15000,10,350,1,7,0,0
하나님은 동성애를 반대하실까?,,20190701,종교,8000,10,132,1,16,0,0
엄마는 태양의 여자예요(신나는 새싹 120)(양장본 HardCover),,20190701,어린이(초등),12000,0,32,0,12,0,0
컴퓨터과학으로 배우는 블록체인 원리와 구현(위키북스 해킹 & 보안 시리즈 19),"수학, 암호학, 네트워크 이론과 실습으로 이해하는 블록체인",20190710,컴퓨터/IT,22000,0,220,0,23,0,0
한국 현대사와 국가폭력,,20190629,역사/문화,20000,10,356,0,12,0,0
NCS 한국전력공사(한전) 직무능력검사 봉투모의고사(4회분)(2019 하반기)(All New),"2019년 7월 27일 한전 필기시험 대비
							
							
								|
								온라인 모의고사 무료쿠폰 증정",20190720,취업/수험서,13000,6.8,1,0,10,0,0
나에게 정말 고마워!(양장본 HardCover),,20190621,유아(0~7세),12000,10,40,0,11,0,0
파우스트. 2(Faust)(괴테 전집 2)(양장본 HardCover),,20190610,소설,35000,10,892,0,7,0,0
브라질 경제(빠우-브라질 총서 5),성장과 발전,20190617,경제/경영,35000,7.5,736,1,6,0,0
메타인지 학습법,생각하는 부모가 생각하는 아이를 만든다,20190626,가정/육아,15000,9.5,260,1,8,0,0
오늘은 기분이 몽글몽글,"조금 더 사소하게, 조금 더 천천히 행복을 마주하는 법",20190628,시/에세이,13800,10,240,0,12,0,0
유튜브로 책 권하는 법(땅콩문고 시리즈),‘보는’ 사람을 ‘읽는’ 사람으로 변화시키는 일에 관하여,20190724,인문,10000,8.3,148,1,12,0,0
기도하고 일하라(직장인을 위한 콜링 북 시리즈 6),,20190703,종교,13000,0,272,0,8,0,0
일을 되찾자,좋은 시간을 위한 공동자원체계의 시각,20190628,정치/사회,20000,0,637,0,6,0,0
세계 지도 그림책(양장본 HardCover),지도로 떠나는 세계 문화 여행,20190628,어린이(초등),17000,0,56,0,9,0,0
절대강좌! 유니티 VR/AR(위키북스 게임 개발 시리즈 25),유니티로 배우는 가상현실/증강현실 콘텐츠 제작 기법,20190710,컴퓨터/IT,35000,9.4,440,0,15,0,0
태성 행정법총론(2020)(전2권),7.9 급 각종 공무원 시험대비,20180715,취업/수험서,35000,0,775,0,8,0,0
14가지 테마로 즐기는 서양사,,20190630,역사/문화,20000,9,456,0,16,0,0
책 먹는 쥐 시몽(양장본 HardCover),,20190621,유아(0~7세),12000,0,32,0,9,0,0
없어서 창의적이다(양장본 HardCover),"진짜는 빈손들이 만들었다
							
							
								|
								설계도를 버려서 더 강해진 무일푼의 창조자들",20190701,경제/경영,16000,10,256,0,9,0,0
가족습관,가족이 알아야 할 더 중요한 것들,20190620,가정/육아,13500,0,228,0,4,0,0
신을 받으라,박해로 장편소설,20190725,소설,13000,9.3,412,1,6,0,0
인문산행(산과 역사가 만나는),,20190628,인문,16800,10,448,0,4,0,0
솔직함의 적정선,,20190707,시/에세이,15000,9.6,268,0,8,0,0
애자일 경영 교과서,디지털 혁신을 위한 애자일 프로젝트 관리법,20190710,컴퓨터/IT,26000,9.2,340,1,10,0,0
밀양을 듣다(연세국학총서 118),밀양 탈송전탑 탈핵 운동의 담론과 현장,20190630,정치/사회,32000,0,656,1,6,0,0
왠지 이상한 동물도감+멸종 동물도감 세트(전2권),,20190627,어린이(초등),26600,10,1,0,22,0,0
기출에 강한 행정학 기출문제집 세트(2020)(전2권),김덕관 강한 행정학,20200110,취업/수험서,43000,9.6,1048,0,19,0,0
바리데기(우리고전100선 23),,20190628,소설,9000,8.8,160,0,4,0,0
"어서 와, 영업은 처음이지?",연봉 10배 올리는 영업의 기술,20190710,경제/경영,15000,9.3,273,1,15,0,0
말이 늦은 아이 속이 타는 부모,또래보다 늦지 않게 말문이 터지는 언어자극 육아법,20190626,가정/육아,14000,9.8,232,0,17,0,0
아주아주 커다란 우산(양장본 HardCover),,20190621,유아(0~7세),12000,0,32,0,11,0,0
오늘도 잘했어요가,"천천히, 꾸준히, 할 수 있는 만큼만",20190628,시/에세이,12000,10,208,1,9,0,0
공부의 미래,"디지털 시대, 가르치고 배우는 일에 관한 모든 것",20190328,인문,15000,9.8,312,1,6,0,0
도널드 노먼의 인간 중심 디자인,"정보가전의 UX와 HCI를 위한 디자인 이야기
							
							
								|
								디자인과 비즈니스를 위한 HCI 입문서",20190705,컴퓨터/IT,32000,9.2,464,1,17,0,0
퀴즈! 과학상식: 3D 프린팅 과학,,20190720,어린이(초등),9500,9.6,192,0,19,0,0
GSAT 삼성직무적성검사 통합 기본서(2019 하반기)(위포트),최신기출유형+실전 모의고사,20190712,취업/수험서,22800,9.7,564,0,20,0,0
누가 잃어버린 걸까?(담푸스 그림책 26)(양장본 HardCover),,20190630,유아(0~7세),11500,0,32,0,11,0,0
고객은 이런 뉴스를 검색한다,온라인 언론 홍보를 활용한 마케팅 비법,20190705,경제/경영,15000,9.3,248,1,15,0,0
홈스쿨대디,내가 선택한 아빠 브랜드,20190620,가정/육아,15000,10,272,0,5,0,0
이를테면 에필로그의 방식으로,송지현 소설집,20190626,소설,13000,9.4,264,0,15,0,0
죽도록 먹고 마시는 심리학,생각 없이 먹고 마시는 당신을 위한 실험 심리학,20190705,인문,18000,0,372,1,14,0,0
비가 와(책고래마을 33)(양장본 HardCover),,20190705,어린이(초등),13000,0,44,0,4,0,0
장수원 사회 공무원 기본서(2020)(전면개정판),"9급 공무원 사회
							
							
								|
								국가직/지방직/서울시/경찰직/소방직/교육행정직/사회복지직 시험대비",20190725,취업/수험서,28000,10,500,0,14,0,0
자바와 JUnit을 활용한 실용주의 단위 테스트,"클린 코드의 핵심, 단위 테스트로 소프트웨어 품질을 향상시킨다!
							
							
								|
								가치 있는 단위 테스트를 만들자!",20190630,컴퓨터/IT,26000,7,328,1,26,0,0
오레오오와 미세먼지(오리그림책)(양장본 HardCover),,20190628,유아(0~7세),12000,10,44,0,10,0,0
유니콘의 눈물,실패하지 않는 할리우드 방식,20190614,경제/경영,16000,8.3,322,1,7,0,0
몬테소리 교육 X 하버드 식 두뇌계발,착하고 현명한 영재로 만드는 육아 비법,20190717,가정/육아,12000,5.8,240,1,20,0,0
당신은 이미 충분합니다,,20190705,시/에세이,14000,10,236,1,12,0,0
무엇이든 가능하다,,20190701,소설,14800,9.3,360,1,9,0,0
꿈을 요리하는 마법카페,,20190701,어린이(초등),12800,9.8,200,1,12,0,0
왕초보 유튜브 부업왕,소소한 용돈부터 월세 수익까지 현직 유투버의 영업비밀 대공개!,20190702,컴퓨터/IT,19800,8.8,399,1,11,0,0
손경희 컴퓨터일반 공무원 기본서(2020),"9급 공무원 컴퓨터일반
							
							
								|
								국가직/지방직/서울시/계리직/군무원 시험대비",20190715,취업/수험서,32000,0,720,0,17,0,0
미로 대탐험: 도시 탐험(두뇌발달과 창의력을 키워주는 도전),,20190720,유아(0~7세),4900,10,28,0,13,0,0
리더의 마음(양장본 HardCover),최고의 리더는 어떻게 사람을 움직이는가,20190625,경제/경영,16000,9.8,284,1,6,0,0
공부머리 만드는 그림책 놀이 일 년 열두 달,,20190621,가정/육아,24000,9.5,488,0,24,0,0
권태를 모르는 위대한 노동자,박서보의 삶과 예술,20190705,시/에세이,18000,9.4,380,0,15,0,0
지구에서의 내 삶은 형편없었다,,20190620,소설,15000,9.4,432,1,16,0,0
나무의 모험,인간과 나무가 걸어온 지적이고 아름다운 여정,20190703,인문,16000,8.5,388,1,6,0,0
김윤수 탐구 한국사 기출문제편 (2020)(전3권),,20190726,취업/수험서,49000,9.4,1202,0,17,0,0
미로 대탐험: 환상 여행(두뇌발달과 창의력을 키워주는),,20190720,유아(0~7세),4900,0,28,0,13,0,0
창의쑥쑥 환이맘의 엄마표 놀이육아,오감발달 미술놀이에서 두뇌발달 과학놀이까지 창의폭발 아이주도 놀이백과,20190620,가정/육아,14500,9.4,180,0,18,0,0
개인이 주식시장을 이기는 방법,당신이 올라탈 주식은 따로 있다,20190720,경제/경영,16000,8.3,260,0,16,0,0
블록체인 프로젝트(BlockChain Project),"비트코인, 이더리움, 하이퍼레저 패브릭 기반 시스템 구축",20190701,컴퓨터/IT,25000,10,400,1,9,0,0
붉은 애무(양장본 HardCover),,20190628,소설,13000,0,188,1,5,0,0
좋아하는 마을에 볼일이 있습니다,무심한 소설가의 여행법,20190710,시/에세이,13800,7.5,240,1,17,0,0
협동학습(학급 세우기)(CD1장포함)(협동학습 실전 시리즈 1),,20070326,인문,10000,0,175,1,4,0,0
신호진 원문 1200제 형법(2020),2020 경찰채용 간부 승진대비,20190705,취업/수험서,42000,10,1071,0,15,0,0
사랑을 하자 꿈을 꾸자 여행을 떠나자,,20190705,시/에세이,13800,0,266,1,20,0,0
미로 대탐험: 신비의 섬(두뇌발달과 창의력을 키워주는),,20190720,유아(0~7세),4900,0,28,0,13,0,0
아들러의 심리육아,,20190620,가정/육아,14000,10,256,1,9,0,0
기적의 매출을 위한 미라클 모닝,세일즈 맨의 에너지를 충전하는 아침 5분 습관,20190630,경제/경영,15000,7.5,308,1,17,0,0
텐서플로로 배우는 딥러닝(IT CookBook 256),,20190630,컴퓨터/IT,27000,2.5,448,0,13,0,0
그 남자 264,아름다운 저항시인 이육사 이야기,20190712,소설,13000,10,224,1,8,0,0
철학. 1(한국연구재단총서 학술명저번역 590)(양장본 HardCover),철학적 세계정위,20171120,인문,32000,10,672,1,5,0,0
딥러닝에 목마른 사람들을 위한 PyTorch,개인용 GPU 학습 서버 구축부터 딥러닝까지,20190628,컴퓨터/IT,24000,10,310,1,24,0,0
공주 왕자 잘 그리고 싶어,,20190627,유아(0~7세),9500,10,96,0,14,0,0
다시 아이를 키운다면,,20190530,가정/육아,13800,9.2,240,1,11,0,0
클래식 아는 척하기,딱 한 권으로 끝내는 클래식 절대지식,20190719,예술/대중문화,14000,10,228,1,10,0,0
작은 가게의 주인이 되었습니다,,20190701,경제/경영,13800,10,196,0,16,0,0
CAT(CJAT) CJ그룹 종합적성검사: 종합편(2019 하반기)(시대에듀),"2019 하반기 채용대비, 변경된 신유형 반영
							
							
								|
								최신기출문제 수록",20190920,취업/수험서,18000,10,352,0,3,0,0
해리포터 무비스크랩북: 주문과 마법(양장본 HardCover),,20190731,소설,18500,9.9,48,0,19,0,0
철학. 2: 실존조명(한국연구재단 총서 학술명저번역 591)(양장본 HardCover),,20190620,인문,33000,9.2,692,1,11,0,0
뿌리에게(창비시선 95),,20190520,시/에세이,9000,10,135,0,4,0,0
밥하는 시간,삶이 힘드냐고 일상이 물었다,20190710,시/에세이,14500,10,316,1,6,0,0
엄청나게 큰 우주 백과(플랩북)(양장본 HardCover),,20190702,유아(0~7세),13000,8.7,16,0,12,0,0
준규네 홈스쿨,<영재발굴단> 꼬마 로봇공학자의 성장보고서,20190621,가정/육아,14000,9.7,280,0,7,0,0
이은하의 부동산 절세 오늘부터1일(CD1장포함),"양도세, 종부세, 종소세, 상속, 증여까지 부동산 세금의 모든것
							
							
								|
								(특별부록 : 부동산 절세 특강 DVD 증정)",20190703,경제/경영,17800,9.6,352,1,18,0,0
문워크(Moon Walk)(양장본 HardCover),,20190709,시/에세이,29800,10,288,1,3,0,0
제니스 영어독해 Reading(2020),7.9급 / 세무 / 검찰 / 법원 / 교행 / 경찰 시험 대비,20190710,취업/수험서,24000,5,429,0,16,0,0
"북유럽 인문 산책(역사와 예술, 대자연을 품은)",,20190710,인문,16000,8.3,296,1,9,0,0
내가 여기 있나이다. 1(반양장),,20190620,소설,15000,10,491,1,13,0,0
왜 달이 떠요?(꼬꼬마 호기심 퐁퐁 플랩북),30개 플랩을 열어 달에 대한 궁금증을 풀어요!,20190704,유아(0~7세),9000,9.3,12,0,8,0,0
그로잉 업(Growing Up),LG생활건강 멈춤 없는 성장의 원리,20190701,경제/경영,16000,9.2,304,1,5,0,0
기질에 맞게 하브루타 하라!,내 아이 구글 창업자 래리 페이지처럼 키우고 싶다면‥‥‥?,20190720,가정/육아,12000,8.8,192,0,15,0,0
제니스영어 문법 Grammar(6판),7.9급 / 세무 / 검찰 / 법원 / 교행 / 경찰 시험 대비,20190710,취업/수험서,35000,0,640,0,16,0,0
열정과 망상,학계의 감정문화,20190621,인문,19000,10,336,1,6,0,0
오늘을 쓰담쓰담,,20190629,시/에세이,13000,0,124,1,8,0,0
내가 여기 있나이다. 2(반양장),,20190620,소설,15000,10,477,1,13,0,0
한밤중 파라파라산(바람그림책 82)(양장본 HardCover),,20190618,유아(0~7세),12000,10,44,0,9,0,0
화사집,서정주 시집,20190620,시/에세이,10000,10,56,0,3,0,0
인간 본성의 법칙(양장본 HardCover),,20190729,인문,32000,9.4,920,1,9,0,0
까마귀의 향연. 1(개정판)(얼음과 불의 노래 4),조지 R. R. 마틴 장편소설,20190805,소설,18500,9.9,576,1,10,0,0
진짜 진짜 재밌는 작은 생물 그림책(그림으로 배우는 신기한 지식백과)(양장본 HardCover),,20190730,유아(0~7세),19500,9.5,148,0,19,0,0
자기혁명 독서법,뭐라도 해야 했던 사람에서 뭐든 하는 사람으로,20190722,자기계발,15800,9.4,296,1,8,0,0
영어를 해석하지 않고 읽는 법,어떤 영문도 피할 수 없는 Reading Patterns 120,20190801,외국어,15500,9.6,320,1,16,0,0
일본 제국 패망사(걸작 논픽션 17)(양장본 HardCover),태평양전쟁 1936~1945,20190812,역사/문화,58000,8.9,1400,1,9,0,0
빅데이터 소사이어티,"디지털 혁명 시대, 우리는 무엇을 얻고 무엇을 잃을 것인가",20190730,정치/사회,15000,8.7,208,1,10,0,0
광야를 살다,광야의 삶을 버티고 견디고 이겨 내는 방법,20190724,종교,16000,9.8,340,1,6,0,0
"그 운동, 독이 됩니다",최고 권위의 스포츠의학 연구가가 알려주는 잘못된 운동법의 모든 것,20190730,건강,13000,9.2,192,1,12,0,0
아이주도이유식 & 유아식(라임맘의 실패 없는),자존감을 높이는 즐거운 식사법,20190801,요리,22000,9.9,544,1,13,0,0
"무모해도 괜찮아, 쿠바니까",,20190802,여행,15000,9.4,296,1,14,0,0
한국 정원의 내면 읽기(옛글과 그림으로 본)(한국학술정보),,20190712,기술/공학,28000,0,395,1,12,0,0
금융의 역사(양장본 HardCover),문명을 꽃피운 5천 년의 기술,20190725,경제/경영,39000,9.8,720,1,6,0,0
임신 출산 육아 대백과(2019~2020)(개정판),술술 잘 읽히는 첫아기 잘 키우는 법,20190701,가정/육아,18500,9.6,410,1,12,0,0
마법에 걸린 방(웅진책마을 101),,20190725,어린이(초등),10000,0,164,0,8,0,0
매일매일 두뇌 트레이닝 스도쿠 미니북. 4(Beginner Series 1)(Beginner Series 1),초급편,20190710,취미/실용/스포츠,30000,0,463,0,23,0,0
혼자 여행 코스북(가끔은 혼자 떠나고 싶은 사람들을 위한),,20190722,여행,16500,9.7,428,1,9,0,0
까마귀의 향연. 2(개정판 2판)(얼음과 불의 노래 4),조지 R. R. 마틴 장편소설,20190805,소설,18500,9.6,572,1,10,0,0
대세를 따르지 않는 시민들의 생각법,,20190726,인문,15000,10,359,1,19,0,0
"나, 시몬 베유","여성, 유럽, 기억을 위한 삶",20190805,정치/사회,16500,10,332,1,8,0,0
4대 만성병 자연치유 교과서,,20190802,건강,18000,10,304,1,15,0,0
1분 안에 말하라,적게 말해도 인정받는 대화법,20190725,자기계발,14000,8.6,224,1,9,0,0
미각 교육 식판식,맛을 아는 아이가 똑똑하다,20190807,요리,14400,10,252,0,9,0,0
로마인에게 배우는 경영의 지혜,나는 천년제국 로마에서 경영을 배웠다,20190710,경제/경영,16000,10,368,1,16,0,0
코끼리 비밀 요원(세계작가 그림책)(양장본 HardCover),,20190731,유아(0~7세),12000,0,40,0,9,0,0
예배 Worship(A.W 토저 인사이트 시리즈 2),우리가 창조된 이유,20190805,종교,10000,10,192,1,10,0,0
서울 도시계획이야기. 4,서울 격동의 50년과 나의 증언,20190805,기술/공학,19500,0,348,0,13,0,0
내 생애 첫 임신 출산 육아책,처음이라 낯선 초보 부모들을 위한 안심 대백과,20190701,가정/육아,22000,10,440,0,16,0,0
모르티나. 1: 좀비 소녀의 오싹한 핼러윈 축제(양장본 HardCover),,20190729,어린이(초등),11000,9.8,56,0,26,0,0
브레인 홈트 입체 미로,가상도시 3D 미로 탈출 게임,20190731,취미/실용/스포츠,9800,0,80,0,12,0,0
호주 셀프트래블(2019-2020),,20190812,여행,17500,8.3,432,1,8,0,0
캡틴 클래스,세계에서 가장 위대한 팀을 만든 리더의 7가지 숨은 힘,20190725,경제/경영,18000,10,376,1,6,0,0
"7일, 168시간","덜 일하고 더 성공하는 골든타임 플랜, 다시 배우는 시간관리 법칙",20190709,자기계발,15800,9.8,280,1,9,0,0
변신 요가(양장본 HardCover),,20190814,유아(0~7세),13000,10,48,1,5,0,0
복진 입문(만지면 알 수 있는),배는 몸을 비추는 거울,20190816,건강,15800,0,216,1,5,0,0
다시 읽는 창세기,,20190801,종교,16500,10,312,0,9,0,0
책임에 대하여,현대 일본의 본성을 묻는 20년의 대화,20190801,정치/사회,18000,9,320,1,7,0,0
한중일 정원에서 찾은 트랜드,,20190720,기술/공학,20000,0,271,0,15,0,0
삼체. 3: 사신의 영생(완결),,20190820,소설,17500,9.7,804,1,13,0,0
아이의 방문을 열기 전에,10대의 마음을 여는 부모의 대화법,20190719,가정/육아,15000,9.6,285,0,13,0,0
미스터리 유튜버 콜린. 1: 쿨 가이로 변신하다(양장본 HardCover),,20190801,어린이(초등),12000,10,192,0,26,0,0
추억의 종이인형. 4,그때 그 시절 나의 장난감 추억의 종이인형 30장 수록,20190731,취미/실용/스포츠,12000,7.5,30,0,11,0,0
요가 좀 합니다,"일만 알던 내 몸이 요가를 부를 때, 퇴근길에 인도까지",20190805,건강,13000,9.6,212,1,8,0,0
프레디쿠스,인공지능을 이해하기 위한 최소한의 이야기,20190716,경제/경영,20000,9.7,336,1,5,0,0
철학의 역사(양장본 HardCover),: 소크라테스부터 피터 싱어까지: 삶과 죽음을 이야기하다,20190730,인문,21000,9.6,337,1,6,0,0
부처님은 어디에서 누구에게 어떻게 가르치셨나(양장본 HardCover),,20190730,종교,48000,6.3,608,1,24,0,0
대중의 시대 보통의 건축,부르주아를 탄생시킨 8가지 건축,20190715,기술/공학,16000,9.4,276,0,13,0,0
덴마 어나더 에피소드. 1: 물리적 오류 발생 보고서,dcdc 장편소설,20190820,소설,12000,0,268,0,29,0,0
